Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Regular,ITEM1967,Beverages,2012,OUT006,Tier 1,Large,Grocery Store,0.032993605,4.9,761,1
Low Fat,ITEM1973,Beverages,2014,OUT008,Tier 1,Small,Grocery Store,0.079335314,0.7,803,4
Regular,ITEM1983,Dairy Products,2002,OUT003,Tier 1,Small,Grocery Store,0.002380501,4.5,1464,3
Regular,ITEM1985,Bakery Products,2017,OUT006,Tier 1,Medium,Grocery Store,0.095421153,0.3,1758,3
Regular,ITEM2016,Beverages,2020,OUT001,Tier 1,Medium,Grocery Store,0.018762106,0.1,955,2
Regular,ITEM2073,Bakery Products,2002,OUT002,Tier 1,Medium,Grocery Store,0.028456219,4,1838,1
Low Fat,ITEM2077,Dairy Products,2013,OUT010,Tier 1,Small,Grocery Store,0.065607314,1.8,1098,5
Low Fat,ITEM2108,Dairy Products,2011,OUT010,Tier 1,Large,Grocery Store,0.02668474,0.9,1389,0
Regular,ITEM2133,Bakery Products,2014,OUT001,Tier 1,Large,Grocery Store,0.090181872,3.3,1083,5
Low Fat,ITEM2227,Bakery Products,2015,OUT001,Tier 1,Large,Grocery Store,0.021778896,2.2,2007,1
Low Fat,ITEM2234,Dairy Products,2008,OUT006,Tier 1,Large,Grocery Store,0.001006235,4,2493,4
Low Fat,ITEM2248,Beverages,2017,OUT008,Tier 1,Large,Grocery Store,0.008217734,1.9,480,1
Regular,ITEM2257,Dairy Products,2008,OUT001,Tier 1,Large,Grocery Store,0.042271117,0.6,806,0
Regular,ITEM2259,Dairy Products,2017,OUT004,Tier 1,Large,Grocery Store,0.099951754,1.5,2411,2
Low Fat,ITEM2263,Dairy Products,2007,OUT006,Tier 1,Large,Grocery Store,0.062773403,3,1456,4
Regular,ITEM2270,Dairy Products,2004,OUT001,Tier 1,Medium,Grocery Store,0.010138661,0.6,1387,2
Regular,ITEM2279,Dairy Products,2008,OUT007,Tier 1,Medium,Grocery Store,0.018115933,0.4,731,4
Regular,ITEM2306,Bakery Products,2013,OUT010,Tier 1,Medium,Grocery Store,0.02322634,3,2480,4
Regular,ITEM2343,Dairy Products,2011,OUT003,Tier 1,Large,Grocery Store,0.027412788,0.1,1752,5
Low Fat,ITEM2377,Bakery Products,2003,OUT004,Tier 1,Large,Grocery Store,0.089892396,3.5,1767,3
Low Fat,ITEM2403,Bakery Products,2012,OUT005,Tier 1,Small,Grocery Store,0.083883062,0.1,2027,2
Low Fat,ITEM2406,Bakery Products,2017,OUT010,Tier 1,Medium,Grocery Store,0.016599154,0.1,2757,1
Regular,ITEM2449,Beverages,2017,OUT005,Tier 1,Large,Grocery Store,0.026524262,4.2,2571,5
Regular,ITEM2458,Bakery Products,2012,OUT006,Tier 1,Medium,Grocery Store,0.018943839,4.9,961,0
Low Fat,ITEM2510,Dairy Products,2008,OUT007,Tier 1,Medium,Grocery Store,0.003849529,3.1,1027,3
Low Fat,ITEM2522,Bakery Products,2016,OUT004,Tier 1,Large,Grocery Store,0.027595191,0,2247,4
Low Fat,ITEM2530,Beverages,2020,OUT004,Tier 1,Small,Grocery Store,0.044988889,0.4,2717,3
Regular,ITEM2551,Bakery Products,2012,OUT004,Tier 1,Medium,Grocery Store,0.066526408,4,466,2
Low Fat,ITEM2586,Bakery Products,2015,OUT008,Tier 1,Large,Grocery Store,0.038621765,4.5,1959,2
Low Fat,ITEM2593,Bakery Products,2003,OUT010,Tier 1,Large,Grocery Store,0.069429869,2,1842,1
Low Fat,ITEM2623,Bakery Products,2020,OUT006,Tier 1,Medium,Grocery Store,0.06683588,1,2336,4
Low Fat,ITEM2630,Dairy Products,2000,OUT004,Tier 1,Small,Grocery Store,0.096560041,4.9,40,0
Low Fat,ITEM2644,Beverages,2009,OUT001,Tier 1,Large,Grocery Store,0.003040612,4.4,1399,2
Regular,ITEM2659,Bakery Products,2009,OUT010,Tier 1,Medium,Grocery Store,0.052573605,0.3,1811,2
Low Fat,ITEM2673,Bakery Products,2012,OUT003,Tier 1,Medium,Grocery Store,0.084246192,0.7,2704,4
Low Fat,ITEM2676,Dairy Products,2006,OUT007,Tier 1,Small,Grocery Store,0.064085938,3.5,2041,3
Regular,ITEM2719,Bakery Products,2015,OUT005,Tier 1,Large,Grocery Store,0.027828327,2.9,2744,1
Low Fat,ITEM2731,Bakery Products,2008,OUT009,Tier 1,Medium,Grocery Store,0.052743544,4.4,2413,5
Regular,ITEM2733,Dairy Products,2013,OUT007,Tier 1,Medium,Grocery Store,0.007085055,3.9,753,2
Regular,ITEM2742,Dairy Products,2016,OUT002,Tier 1,Large,Grocery Store,0.044637066,2.1,1320,4
Low Fat,ITEM2784,Dairy Products,2004,OUT001,Tier 1,Small,Grocery Store,0.010743923,3.7,898,3
Regular,ITEM2800,Dairy Products,2013,OUT007,Tier 1,Small,Grocery Store,0.032894157,3.6,1788,2
Regular,ITEM2806,Bakery Products,2019,OUT006,Tier 1,Large,Grocery Store,0.080995819,4.6,2696,3
Low Fat,ITEM2822,Beverages,2020,OUT002,Tier 1,Small,Grocery Store,0.038676354,0.4,2885,3
Low Fat,ITEM2844,Beverages,2017,OUT007,Tier 1,Large,Grocery Store,0.024728612,3.6,1369,3
Regular,ITEM2863,Beverages,2002,OUT003,Tier 1,Large,Grocery Store,0.030361721,0.4,583,1
Regular,ITEM2869,Dairy Products,2019,OUT010,Tier 1,Small,Grocery Store,0.025484211,3.5,2483,2
Regular,ITEM2908,Dairy Products,2000,OUT005,Tier 1,Large,Grocery Store,0.083891472,3.2,2089,0
Regular,ITEM2925,Bakery Products,2014,OUT005,Tier 1,Small,Grocery Store,0.034166083,1.9,1146,2
Regular,ITEM2964,Beverages,2018,OUT009,Tier 1,Medium,Grocery Store,0.012449725,0.6,1853,4
Regular,ITEM2970,Dairy Products,2012,OUT006,Tier 1,Medium,Grocery Store,0.018617323,4.8,83,2
Low Fat,ITEM2973,Beverages,2005,OUT003,Tier 1,Medium,Grocery Store,0.002995409,3.1,2006,1
Low Fat,ITEM2983,Dairy Products,2001,OUT001,Tier 1,Small,Grocery Store,0.051659597,4.4,547,2
Regular,ITEM0006,Fruits and Vegetables,2017,OUT005,Tier 1,Medium,Grocery Store,0.07648471,4,929,2
Low Fat,ITEM0034,Fruits and Vegetables,2001,OUT005,Tier 1,Medium,Grocery Store,0.018474835,3.4,618,0
Low Fat,ITEM0049,Fruits and Vegetables,2020,OUT007,Tier 1,Small,Grocery Store,0.027260311,1.6,1911,2
Low Fat,ITEM0133,Fruits and Vegetables,2013,OUT005,Tier 1,Small,Grocery Store,0.044452701,4.2,2444,3
Low Fat,ITEM0136,Fruits and Vegetables,2001,OUT008,Tier 1,Large,Grocery Store,0.08314689,2.3,1118,5
Regular,ITEM0161,Fruits and Vegetables,2019,OUT009,Tier 1,Medium,Grocery Store,0.093225744,4,253,4
Low Fat,ITEM0201,Fruits and Vegetables,2008,OUT002,Tier 1,Small,Grocery Store,0.014859412,0.8,1353,4
Regular,ITEM0207,Fruits and Vegetables,2001,OUT006,Tier 1,Small,Grocery Store,0.059059757,1.1,221,2
Low Fat,ITEM0241,Fruits and Vegetables,2009,OUT009,Tier 1,Small,Grocery Store,0.026495714,1.1,2273,2
Low Fat,ITEM0273,Fruits and Vegetables,2003,OUT002,Tier 1,Medium,Grocery Store,0.005654767,1.4,1641,1
Low Fat,ITEM0366,Fruits and Vegetables,2016,OUT005,Tier 1,Medium,Grocery Store,0.02524431,3.7,404,3
Regular,ITEM0439,Fruits and Vegetables,2013,OUT001,Tier 1,Large,Grocery Store,0.086603815,2.9,844,4
Low Fat,ITEM0464,Fruits and Vegetables,2005,OUT006,Tier 1,Large,Grocery Store,0.025954693,3.9,1048,2
Low Fat,ITEM0540,Fruits and Vegetables,2016,OUT010,Tier 1,Large,Grocery Store,0.087242363,0.7,492,4
Low Fat,ITEM0567,Fruits and Vegetables,2013,OUT010,Tier 1,Small,Grocery Store,0.049452174,1.5,1260,2
Low Fat,ITEM0582,Fruits and Vegetables,2005,OUT003,Tier 1,Large,Grocery Store,0.045350802,1.9,2503,0
Regular,ITEM0631,Fruits and Vegetables,2000,OUT008,Tier 1,Small,Grocery Store,0.096061981,2.7,2383,4
Low Fat,ITEM0693,Fruits and Vegetables,2004,OUT005,Tier 1,Small,Grocery Store,0.029650315,4.4,2417,0
Regular,ITEM0710,Fruits and Vegetables,2012,OUT008,Tier 1,Large,Grocery Store,0.099996769,3.9,475,1
Low Fat,ITEM0723,Fruits and Vegetables,2020,OUT008,Tier 1,Large,Grocery Store,0.076657541,0,1539,2
Low Fat,ITEM0756,Fruits and Vegetables,2014,OUT010,Tier 1,Small,Grocery Store,0.063700954,4.5,230,4
Regular,ITEM0786,Fruits and Vegetables,2008,OUT007,Tier 1,Medium,Grocery Store,0.027438421,1.9,1052,4
Regular,ITEM0812,Fruits and Vegetables,2010,OUT002,Tier 1,Small,Grocery Store,0.06293421,1.9,2218,4
Low Fat,ITEM0848,Fruits and Vegetables,2018,OUT004,Tier 1,Small,Grocery Store,0.06058462,3.7,593,2
Regular,ITEM0897,Fruits and Vegetables,2002,OUT004,Tier 1,Large,Grocery Store,0.008583406,2.3,1519,3
Low Fat,ITEM0911,Fruits and Vegetables,2000,OUT004,Tier 1,Large,Grocery Store,0.011346465,3.2,2965,5
Regular,ITEM0922,Fruits and Vegetables,2012,OUT008,Tier 1,Small,Grocery Store,0.067916373,0.5,2202,4
Regular,ITEM0994,Fruits and Vegetables,2007,OUT010,Tier 1,Medium,Grocery Store,0.086423042,4.7,2283,4
Low Fat,ITEM1003,Fruits and Vegetables,2015,OUT006,Tier 1,Small,Grocery Store,0.022565659,0.6,463,1
Regular,ITEM1051,Fruits and Vegetables,2003,OUT010,Tier 1,Small,Grocery Store,0.010564266,2,2469,2
Low Fat,ITEM1087,Fruits and Vegetables,2004,OUT007,Tier 1,Medium,Grocery Store,0.00112451,1.7,2509,0
Low Fat,ITEM1120,Fruits and Vegetables,2000,OUT008,Tier 1,Small,Grocery Store,0.026248665,4.1,229,1
Low Fat,ITEM1149,Fruits and Vegetables,2013,OUT008,Tier 1,Medium,Grocery Store,0.062300634,0.4,1485,4
Regular,ITEM1166,Fruits and Vegetables,2014,OUT007,Tier 1,Small,Grocery Store,0.055765429,0.9,962,5
Regular,ITEM1170,Fruits and Vegetables,2007,OUT006,Tier 1,Small,Grocery Store,0.06089565,0.7,2764,3
Low Fat,ITEM1216,Fruits and Vegetables,2006,OUT003,Tier 1,Large,Grocery Store,0.062237663,4.1,2250,1
Regular,ITEM1227,Fruits and Vegetables,2005,OUT007,Tier 1,Small,Grocery Store,0.012357258,1.3,226,4
Low Fat,ITEM1235,Fruits and Vegetables,2020,OUT004,Tier 1,Medium,Grocery Store,0.077813458,4.3,1300,1
Regular,ITEM1281,Fruits and Vegetables,2000,OUT004,Tier 1,Small,Grocery Store,0.084124769,3.8,1529,0
Low Fat,ITEM1313,Fruits and Vegetables,2006,OUT004,Tier 1,Large,Grocery Store,0.039772419,1.3,1105,2
Low Fat,ITEM1336,Fruits and Vegetables,2009,OUT002,Tier 1,Small,Grocery Store,0.037388012,1.6,182,5
Regular,ITEM1345,Fruits and Vegetables,2001,OUT008,Tier 1,Medium,Grocery Store,0.054212334,2.3,972,2
Regular,ITEM1393,Fruits and Vegetables,2009,OUT007,Tier 1,Small,Grocery Store,0.05895782,0.2,539,4
Low Fat,ITEM1427,Fruits and Vegetables,2004,OUT009,Tier 1,Large,Grocery Store,0.053261608,4.6,2916,1
Regular,ITEM1680,Fruits and Vegetables,2019,OUT004,Tier 1,Large,Grocery Store,0.051716147,0.7,949,5
Low Fat,ITEM1774,Fruits and Vegetables,2009,OUT005,Tier 1,Small,Grocery Store,0.084968329,4.8,1768,5
Regular,ITEM1798,Fruits and Vegetables,2016,OUT001,Tier 1,Large,Grocery Store,0.094671294,2.9,2213,5
Low Fat,ITEM1809,Fruits and Vegetables,2010,OUT003,Tier 1,Large,Grocery Store,0.095478343,4.3,1410,1
Low Fat,ITEM1888,Fruits and Vegetables,2007,OUT002,Tier 1,Small,Grocery Store,0.042990718,3.7,1947,4
Low Fat,ITEM1938,Fruits and Vegetables,2019,OUT004,Tier 1,Large,Grocery Store,0.061835407,3.3,2488,2
Regular,ITEM1946,Fruits and Vegetables,2008,OUT010,Tier 1,Small,Grocery Store,0.034337887,1.5,2702,3
Regular,ITEM2009,Fruits and Vegetables,2013,OUT004,Tier 1,Small,Grocery Store,0.095182067,4.6,2402,4
Regular,ITEM2032,Fruits and Vegetables,2004,OUT003,Tier 1,Large,Grocery Store,0.068809913,1.7,749,2
Low Fat,ITEM2113,Fruits and Vegetables,2017,OUT009,Tier 1,Medium,Grocery Store,0.006104189,1.3,2277,1
Low Fat,ITEM2130,Fruits and Vegetables,2002,OUT006,Tier 1,Medium,Grocery Store,0.048097966,4.9,1765,0
Regular,ITEM2170,Fruits and Vegetables,2013,OUT001,Tier 1,Small,Grocery Store,0.089602594,4,488,2
Regular,ITEM2177,Fruits and Vegetables,2005,OUT010,Tier 1,Medium,Grocery Store,0.02043088,2.1,13,2
Low Fat,ITEM2283,Fruits and Vegetables,2009,OUT008,Tier 1,Medium,Grocery Store,0.038527217,3.1,2718,3
Regular,ITEM2310,Fruits and Vegetables,2020,OUT002,Tier 1,Medium,Grocery Store,0.047175661,1.1,2555,2
Low Fat,ITEM2315,Fruits and Vegetables,2016,OUT005,Tier 1,Medium,Grocery Store,0.077380458,0.8,422,2
Low Fat,ITEM2322,Fruits and Vegetables,2004,OUT005,Tier 1,Small,Grocery Store,0.068429308,1.9,2139,0
Low Fat,ITEM2354,Fruits and Vegetables,2019,OUT007,Tier 1,Large,Grocery Store,0.06020102,2,529,4
Regular,ITEM2372,Fruits and Vegetables,2020,OUT006,Tier 1,Medium,Grocery Store,0.067305967,4.1,2795,4
Low Fat,ITEM2383,Fruits and Vegetables,2009,OUT006,Tier 1,Medium,Grocery Store,0.017939098,3.3,755,3
Regular,ITEM2402,Fruits and Vegetables,2007,OUT008,Tier 1,Large,Grocery Store,0.027730609,2.1,1692,4
Low Fat,ITEM2428,Fruits and Vegetables,2002,OUT003,Tier 1,Large,Grocery Store,0.009099105,4,1160,2
Regular,ITEM2461,Fruits and Vegetables,2003,OUT002,Tier 1,Small,Grocery Store,0.069463337,4.4,452,4
Regular,ITEM2603,Fruits and Vegetables,2016,OUT004,Tier 1,Large,Grocery Store,0.038570107,3,2833,2
Low Fat,ITEM2608,Fruits and Vegetables,2001,OUT006,Tier 1,Medium,Grocery Store,0.074252022,0.9,2210,2
Low Fat,ITEM2668,Fruits and Vegetables,2002,OUT009,Tier 1,Small,Grocery Store,0.054364386,2,1942,0
Regular,ITEM2680,Fruits and Vegetables,2004,OUT002,Tier 1,Small,Grocery Store,0.015630613,0.8,2863,2
Low Fat,ITEM2714,Fruits and Vegetables,2020,OUT004,Tier 1,Large,Grocery Store,0.024332097,3.7,937,0
Low Fat,ITEM2746,Fruits and Vegetables,2008,OUT005,Tier 1,Medium,Grocery Store,0.003481655,0.4,2004,1
Low Fat,ITEM2802,Fruits and Vegetables,2018,OUT002,Tier 1,Large,Grocery Store,0.090052292,3.8,1747,1
Regular,ITEM2885,Fruits and Vegetables,2001,OUT005,Tier 1,Medium,Grocery Store,0.010223254,2,1194,3
Regular,ITEM2978,Fruits and Vegetables,2014,OUT007,Tier 1,Small,Grocery Store,0.000163479,0.8,344,2
Low Fat,ITEM0013,Dairy Products,2009,OUT008,Tier 2,Small,Grocery Store,0.070651033,0.8,2924,1
Regular,ITEM0084,Snacks,2013,OUT009,Tier 2,Small,Grocery Store,0.071842923,3.6,1059,0
Regular,ITEM0085,Snacks,2019,OUT005,Tier 2,Small,Grocery Store,0.060547965,3.1,372,3
Regular,ITEM0101,Beverages,2009,OUT005,Tier 2,Small,Grocery Store,0.093884481,4,2106,2
Regular,ITEM0120,Bakery Products,2006,OUT007,Tier 2,Small,Grocery Store,0.075530782,3.4,2036,0
Low Fat,ITEM0123,Bakery Products,2011,OUT008,Tier 2,Small,Grocery Store,0.053992427,0.6,2724,3
Low Fat,ITEM0177,Bakery Products,2011,OUT002,Tier 2,Small,Grocery Store,0.056929486,3.6,1099,5
Regular,ITEM0250,Beverages,2014,OUT005,Tier 2,Small,Grocery Store,0.046818875,3.4,2606,3
Regular,ITEM0288,Bakery Products,2008,OUT005,Tier 2,Small,Grocery Store,0.091299058,2.4,1715,1
Regular,ITEM0289,Fruits and Vegetables,2009,OUT010,Tier 2,Small,Grocery Store,0.043592247,0.9,1878,4
Low Fat,ITEM0291,Snacks,2004,OUT005,Tier 2,Small,Grocery Store,0.045142887,1.8,3000,3
Regular,ITEM0311,Fruits and Vegetables,2019,OUT007,Tier 2,Small,Grocery Store,0.012451788,3.7,141,4
Low Fat,ITEM0338,Fruits and Vegetables,2005,OUT010,Tier 2,Small,Grocery Store,0.028768154,1.4,986,1
Regular,ITEM0383,Dairy Products,2003,OUT007,Tier 2,Small,Grocery Store,0.093521194,1.7,2987,3
Regular,ITEM0409,Snacks,2016,OUT002,Tier 2,Small,Grocery Store,0.026592524,1.6,2943,2
Regular,ITEM0431,Snacks,2003,OUT009,Tier 2,Small,Grocery Store,0.009793757,4.7,616,1
Regular,ITEM0443,Snacks,2000,OUT003,Tier 2,Small,Grocery Store,0.039800569,1.1,1313,3
Regular,ITEM0451,Bakery Products,2002,OUT010,Tier 2,Small,Grocery Store,0.01676775,5,367,1
Low Fat,ITEM0472,Bakery Products,2004,OUT004,Tier 2,Small,Grocery Store,0.076003088,2.7,822,1
Regular,ITEM0473,Snacks,2015,OUT007,Tier 2,Small,Grocery Store,0.045255633,2.7,1418,2
Regular,ITEM0490,Beverages,2009,OUT007,Tier 2,Small,Grocery Store,0.067304843,4,901,2
Low Fat,ITEM0505,Dairy Products,2006,OUT002,Tier 2,Small,Grocery Store,0.094530836,0.3,2925,1
Low Fat,ITEM0553,Bakery Products,2019,OUT001,Tier 2,Small,Grocery Store,0.007761788,0.5,1003,4
Regular,ITEM0566,Beverages,2013,OUT005,Tier 2,Small,Grocery Store,0.029665526,4.7,2996,5
Low Fat,ITEM0579,Fruits and Vegetables,2013,OUT007,Tier 2,Small,Grocery Store,0.064014163,3.6,205,0
Low Fat,ITEM0628,Fruits and Vegetables,2013,OUT004,Tier 2,Small,Grocery Store,0.064878648,0.9,1763,3
Regular,ITEM0674,Bakery Products,2002,OUT005,Tier 2,Small,Grocery Store,0.022116919,3,473,1
Low Fat,ITEM0676,Snacks,2007,OUT010,Tier 2,Small,Grocery Store,0.001829859,4.6,1851,0
Regular,ITEM0787,Fruits and Vegetables,2006,OUT002,Tier 2,Small,Grocery Store,0.063381197,0.2,1116,5
Regular,ITEM0819,Fruits and Vegetables,2008,OUT004,Tier 2,Small,Grocery Store,0.047583349,2.2,321,1
Low Fat,ITEM0933,Snacks,2014,OUT002,Tier 2,Small,Grocery Store,0.047785265,1,1303,3
Regular,ITEM0953,Bakery Products,2011,OUT004,Tier 2,Small,Grocery Store,0.083608676,5,202,4
Low Fat,ITEM0976,Snacks,2001,OUT002,Tier 2,Small,Grocery Store,0.094516648,4.6,153,4
Low Fat,ITEM1070,Bakery Products,2017,OUT006,Tier 2,Small,Grocery Store,0.092940391,1.1,503,1
Regular,ITEM1073,Fruits and Vegetables,2000,OUT004,Tier 2,Small,Grocery Store,0.081825569,4,1450,1
Low Fat,ITEM1113,Beverages,2000,OUT005,Tier 2,Small,Grocery Store,0.045010561,4.8,67,1
Regular,ITEM1127,Beverages,2020,OUT002,Tier 2,Small,Grocery Store,0.072841041,3.7,443,5
Low Fat,ITEM1137,Beverages,2011,OUT008,Tier 2,Small,Grocery Store,0.088225712,1.4,2572,2
Regular,ITEM1148,Snacks,2011,OUT009,Tier 2,Small,Grocery Store,0.047181975,4.9,792,4
Regular,ITEM1173,Dairy Products,2005,OUT009,Tier 2,Small,Grocery Store,0.051841563,1,690,3
Low Fat,ITEM1178,Beverages,2002,OUT002,Tier 2,Small,Grocery Store,0.095875327,3.4,771,4
Low Fat,ITEM1180,Fruits and Vegetables,2018,OUT009,Tier 2,Small,Grocery Store,0.024325559,1.4,779,3
Low Fat,ITEM1198,Dairy Products,2007,OUT005,Tier 2,Small,Grocery Store,0.093644264,1.4,847,4
Low Fat,ITEM1218,Dairy Products,2003,OUT007,Tier 2,Small,Grocery Store,0.030096598,3.4,640,2
Regular,ITEM1276,Dairy Products,2020,OUT003,Tier 2,Small,Grocery Store,0.06522415,3.4,554,3
Regular,ITEM1287,Snacks,2019,OUT001,Tier 2,Small,Grocery Store,0.07640001,3.3,2354,4
Low Fat,ITEM1318,Snacks,2016,OUT006,Tier 2,Small,Grocery Store,0.022298513,1.8,1645,2
Regular,ITEM1330,Snacks,2003,OUT010,Tier 2,Small,Grocery Store,0.038820326,4,1227,4
Low Fat,ITEM1416,Dairy Products,2001,OUT004,Tier 2,Small,Grocery Store,0.038403675,2.5,2796,4
Low Fat,ITEM1455,Fruits and Vegetables,2006,OUT009,Tier 2,Small,Grocery Store,0.081080336,1,829,1
Regular,ITEM1499,Dairy Products,2008,OUT008,Tier 2,Small,Grocery Store,0.059896566,1,583,3
Regular,ITEM1542,Snacks,2019,OUT008,Tier 2,Small,Grocery Store,0.088530149,2,17,4
Regular,ITEM1546,Fruits and Vegetables,2006,OUT005,Tier 2,Small,Grocery Store,0.019343232,4.1,696,3
Low Fat,ITEM1572,Fruits and Vegetables,2019,OUT001,Tier 2,Small,Grocery Store,0.067194943,4.5,883,2
Low Fat,ITEM1576,Snacks,2009,OUT002,Tier 2,Small,Grocery Store,0.04507401,1,2029,2
Regular,ITEM1590,Bakery Products,2018,OUT004,Tier 2,Small,Grocery Store,0.041367078,4.2,363,1
Low Fat,ITEM1594,Bakery Products,2000,OUT002,Tier 2,Small,Grocery Store,0.098291459,2,1932,4
Low Fat,ITEM1627,Bakery Products,2010,OUT009,Tier 2,Small,Grocery Store,0.062496143,0.8,133,2
Regular,ITEM1677,Fruits and Vegetables,2006,OUT006,Tier 2,Small,Grocery Store,0.068383912,1.7,1358,3
Low Fat,ITEM1678,Beverages,2009,OUT001,Tier 2,Small,Grocery Store,0.089091659,1,168,2
Low Fat,ITEM1695,Bakery Products,2010,OUT004,Tier 2,Small,Grocery Store,0.095529415,1.5,2773,4
Regular,ITEM1866,Snacks,2019,OUT009,Tier 2,Small,Grocery Store,0.007188318,4.2,867,3
Low Fat,ITEM1934,Fruits and Vegetables,2015,OUT005,Tier 2,Small,Grocery Store,0.08213556,0,2147,1
Low Fat,ITEM1959,Fruits and Vegetables,2012,OUT006,Tier 2,Small,Grocery Store,0.085908678,4.2,2880,4
Low Fat,ITEM1972,Dairy Products,2005,OUT008,Tier 2,Small,Grocery Store,0.075164919,0.2,299,4
Regular,ITEM1989,Dairy Products,2014,OUT004,Tier 2,Small,Grocery Store,0.036374435,3.2,2390,2
Regular,ITEM1995,Bakery Products,2008,OUT004,Tier 2,Small,Grocery Store,0.044019993,0.9,2367,5
Low Fat,ITEM2046,Dairy Products,2001,OUT009,Tier 2,Small,Grocery Store,0.071905428,2.6,1958,0
Regular,ITEM2097,Dairy Products,2003,OUT008,Tier 2,Small,Grocery Store,0.072761766,2.3,2819,2
Low Fat,ITEM2120,Fruits and Vegetables,2017,OUT008,Tier 2,Small,Grocery Store,0.024779341,1.1,86,1
Low Fat,ITEM2151,Fruits and Vegetables,2002,OUT003,Tier 2,Small,Grocery Store,0.045246763,4.8,2785,3
Regular,ITEM2197,Snacks,2005,OUT004,Tier 2,Small,Grocery Store,0.068683757,0.9,2376,1
Regular,ITEM2210,Bakery Products,2020,OUT005,Tier 2,Small,Grocery Store,0.091564419,4.7,875,2
Regular,ITEM2216,Snacks,2015,OUT001,Tier 2,Small,Grocery Store,0.062922445,4.7,792,1
Low Fat,ITEM2221,Dairy Products,2011,OUT007,Tier 2,Small,Grocery Store,0.08156883,3,377,2
Low Fat,ITEM2260,Dairy Products,2016,OUT007,Tier 2,Small,Grocery Store,0.004178031,4,2219,0
Low Fat,ITEM2286,Beverages,2014,OUT003,Tier 2,Small,Grocery Store,0.088186708,3.2,20,0
Low Fat,ITEM2294,Fruits and Vegetables,2007,OUT005,Tier 2,Small,Grocery Store,0.092938926,1.2,2235,3
Low Fat,ITEM2332,Bakery Products,2008,OUT005,Tier 2,Small,Grocery Store,0.04022587,1.7,2535,0
Regular,ITEM2353,Bakery Products,2010,OUT007,Tier 2,Small,Grocery Store,0.025229892,0.5,635,3
Regular,ITEM2369,Fruits and Vegetables,2018,OUT001,Tier 2,Small,Grocery Store,0.06425406,2.6,1106,3
Low Fat,ITEM2423,Beverages,2019,OUT010,Tier 2,Small,Grocery Store,0.087651425,3.6,74,3
Regular,ITEM2425,Beverages,2008,OUT010,Tier 2,Small,Grocery Store,0.02625427,1.1,1880,5
Regular,ITEM2448,Bakery Products,2011,OUT001,Tier 2,Small,Grocery Store,0.003993664,1.8,1885,4
Regular,ITEM2536,Dairy Products,2003,OUT002,Tier 2,Small,Grocery Store,0.046769354,1.4,2527,4
Low Fat,ITEM2537,Beverages,2001,OUT002,Tier 2,Small,Grocery Store,0.045355745,4.4,3,4
Low Fat,ITEM2543,Dairy Products,2018,OUT002,Tier 2,Small,Grocery Store,0.047842758,2.6,753,4
Regular,ITEM2581,Dairy Products,2002,OUT004,Tier 2,Small,Grocery Store,0.024650688,3.5,1218,0
Low Fat,ITEM2591,Dairy Products,2005,OUT003,Tier 2,Small,Grocery Store,0.059904771,0.1,2674,2
Regular,ITEM2625,Bakery Products,2004,OUT001,Tier 2,Small,Grocery Store,0.061658396,2.5,2734,3
Low Fat,ITEM2626,Fruits and Vegetables,2013,OUT007,Tier 2,Small,Grocery Store,0.043819641,1.3,531,1
Low Fat,ITEM2635,Dairy Products,2004,OUT001,Tier 2,Small,Grocery Store,0.059829416,4.6,991,4
Low Fat,ITEM2649,Bakery Products,2018,OUT003,Tier 2,Small,Grocery Store,0.051510228,0.8,293,3
Low Fat,ITEM2655,Dairy Products,2017,OUT006,Tier 2,Small,Grocery Store,0.071653474,1.1,2923,2
Low Fat,ITEM2663,Fruits and Vegetables,2009,OUT009,Tier 2,Small,Grocery Store,0.08070468,3.8,2842,0
Regular,ITEM2694,Snacks,2000,OUT006,Tier 2,Small,Grocery Store,0.044685108,1.5,1229,1
Low Fat,ITEM2738,Bakery Products,2010,OUT007,Tier 2,Small,Grocery Store,0.083575786,4.1,71,4
Low Fat,ITEM2769,Dairy Products,2004,OUT002,Tier 2,Small,Grocery Store,0.04718296,0.8,401,4
Regular,ITEM2790,Dairy Products,2012,OUT008,Tier 2,Small,Grocery Store,0.050703611,0.9,1466,1
Regular,ITEM2794,Fruits and Vegetables,2005,OUT008,Tier 2,Small,Grocery Store,0.072064512,0,2398,2
Low Fat,ITEM2882,Bakery Products,2002,OUT001,Tier 2,Small,Grocery Store,0.092478292,2.1,14,3
Low Fat,ITEM2911,Fruits and Vegetables,2015,OUT004,Tier 2,Small,Grocery Store,0.071650485,0.5,1762,2
Regular,ITEM2916,Dairy Products,2014,OUT005,Tier 2,Small,Grocery Store,0.002347837,4.9,322,3
Regular,ITEM2952,Beverages,2008,OUT005,Tier 2,Small,Grocery Store,0.08504659,0.7,970,2
Regular,ITEM2967,Snacks,2002,OUT003,Tier 2,Small,Grocery Store,0.055383055,0.4,1559,4
Regular,ITEM2994,Dairy Products,2005,OUT007,Tier 2,Small,Grocery Store,0.098763574,2.6,1686,4
Low Fat,ITEM0052,Bakery Products,2019,OUT007,Tier 2,Medium,Grocery Store,0.042113899,4.5,2003,2
